country,iso2,admin1,iuName,iuId,iuCode,year,pgm,popTotal,popPreSac,popSac,popAdults,endLf,popReqPc,popNoTx,mda,epiEffMda,epiEffMdaN,cumMda,mdaScheme,mdaDrugs,ia,mdaLast,surveyLast,endemicityId
Nigeria,NG,Abia,Ikwuano,36341,NGA0377536341,2023,1.0237,209221,33476,58582,108794,"Endemic (under post-intervention surveillance)",0,209221,0,0,0,10,NR,NR,TAS2,2021,2026,3
Nigeria,NG,Abia,Ikwuano,36341,NGA0377536341,2024,1.0237,214177,34269,59970,111371,"Endemic (under post-intervention surveillance)",0,214177,0,0,0,10,NR,NR,NR,2021,2026,3
Nigeria,NG,Abia,"Isiala-Ngwa South",36343,NGA0377536343,2024,1.0237,209162,33466,58565,108765,"Endemic (under post-intervention surveillance)",0,209162,0,0,0,11,NR,NR,TAS2,2022,2027,3
Nigeria,NG,Abia,"Isiala-Ngwa South",36343,NGA0377536343,2025,1.0237,214117,34259,59952,111342,"Endemic (under post-intervention surveillance)",0,214117,0,0,0,11,NR,NR,NR,2022,2027,3
Nigeria,NG,Abia,"Umuahia South",36353,NGA0377536353,2023,1.0237,210095,33615,58827,109250,"Endemic (under post-intervention surveillance)",0,210095,0,0,0,11,NR,NR,NR,2022,2027,3
Nigeria,NG,Abia,"Umuahia South",36353,NGA0377536353,2024,1.0237,215072,34411,60221,111838,"Endemic (under post-intervention surveillance)",0,215072,0,0,0,11,NR,NR,TAS2,2022,2027,3
Nigeria,NG,Adamawa,Girei,36357,NGA0377636357,2026,1.0237,211437,33830,59202,109948,"Endemic (under post-intervention surveillance)",0,211437,0,0,0,11,NR,NR,NR,2022,2027,3
Nigeria,NG,Adamawa,Gombi,36358,NGA0377636358,2021,1.0237,211854,33897,59319,110164,"Endemic (MDA not delivered)",211854,0,0,0,4,10,"MDA 1",ALB_IVM,NR,2023,2028,26
Nigeria,NG,Adamawa,Madagali,36363,NGA0377636363,2024,1.0237,209264,33482,58594,108817,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Adamawa,Madagali,36363,NGA0377636363,2025,1.0237,214221,34275,59982,111395,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Adamawa,"Mubi South",36368,NGA0377636368,2026,1.0237,209715,33556,58720,109051,"Endemic (under post-intervention surveillance)",0,209715,0,0,0,6,NR,NR,TAS2,2024,2029,3
Nigeria,NG,Adamawa,"Mubi South",36368,NGA0377636368,2027,1.0237,214683,34351,60111,111634,"Endemic (under post-intervention surveillance)",0,214683,0,0,0,6,NR,NR,NR,2024,2029,3
Nigeria,NG,Adamawa,Shelleng,36370,NGA0377636370,2021,1.0237,215674,34508,60389,112150,"Endemic (MDA not delivered)",215674,0,0,0,4,7,"MDA 1",ALB_IVM,NR,2023,2028,26
Nigeria,NG,"Akwa Ibom",Abak,36375,NGA0377736375,2023,1.0237,210883,33742,59047,109660,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Akwa Ibom",Abak,36375,NGA0377736375,2024,1.0237,215879,34541,60446,112258,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Akwa Ibom","Ibesikpo Asutan",36383,NGA0377736383,2024,1.0237,212792,34047,59583,110653,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Akwa Ibom",Ikono,36386,NGA0377736386,2025,1.0237,209577,33531,58682,108981,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Akwa Ibom",Ikono,36386,NGA0377736386,2026,1.0237,214542,34325,60072,111563,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Akwa Ibom","Ikot Abasi",36387,NGA0377736387,2025,1.0237,209765,33563,58734,109078,"Endemic (under post-intervention surveillance)",0,209765,0,0,0,14,NR,NR,NR,2022,2027,3
Nigeria,NG,"Akwa Ibom","Ikot Abasi",36387,NGA0377736387,2026,1.0237,214734,34358,60125,111662,"Endemic (under post-intervention surveillance)",0,214734,0,0,0,14,NR,NR,NR,2022,2027,3
Nigeria,NG,"Akwa Ibom","Ikot Ekpene",36388,NGA0377736388,2022,1.0237,211909,33906,59334,110193,"Endemic (under post-intervention surveillance)",0,211909,0,0,0,8,NR,NR,NR,2021,2026,3
Nigeria,NG,"Akwa Ibom",Itu,36390,NGA0377736390,2027,1.0237,211514,33842,59225,109987,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Akwa Ibom","Nsit Ubiom",36395,NGA0377736395,2027,1.0237,213508,34161,59782,111024,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Akwa Ibom","Obot Akara",36396,NGA0377736396,2021,1.0237,214534,34325,60070,111558,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Akwa Ibom",Onna,36398,NGA0377736398,2028,1.0237,210286,33648,58880,109349,"Endemic (under post-intervention surveillance)",0,210286,0,0,0,12,NR,NR,NR,2021,2026,3
Nigeria,NG,"Akwa Ibom",Onna,36398,NGA0377736398,2029,1.0237,215268,34445,60275,111939,"Endemic (under post-intervention surveillance)",0,215268,0,0,0,12,NR,NR,Surveillance,2021,2026,3
Nigeria,NG,"Akwa Ibom",Ukanafun,36402,NGA0377736402,2027,1.0237,211514,33842,59225,109987,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Akwa Ibom",Uruan,36403,NGA0377736403,2030,1.0237,211306,33808,59166,109878,"Endemic (under post-intervention surveillance)",0,211306,0,0,0,9,NR,NR,NR,2021,2026,3
Nigeria,NG,Anambra,Njikoka,36418,NGA0377836418,2021,1.0237,214800,34368,60144,111696,"Endemic (MDA not delivered)",214800,0,0,0,6,9,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Anambra,"Onitsha North",36422,NGA0377836422,2028,1.0237,212960,34072,59629,110740,"Endemic (under post-intervention surveillance)",0,212960,0,0,0,7,NR,NR,NR,2022,2027,3
Nigeria,NG,Anambra,"Onitsha South",36423,NGA0377836423,2024,1.0237,212111,33937,59391,110297,"Endemic (under post-intervention surveillance)",0,212111,0,0,0,7,NR,NR,NR,2023,2028,3
Nigeria,NG,Bauchi,Jama'are,36437,NGA0377936437,2030,1.0237,210553,33689,58954,109488,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Bauchi,Kirfi,36439,NGA0377936439,2021,1.0237,213566,34171,59798,111054,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Bayelsa,Nembe,36450,NGA0378036450,2026,1.0237,212959,34072,59629,110739,"Endemic (under post-intervention surveillance)",0,212959,0,0,0,6,NR,NR,NR,2025,2030,3
Nigeria,NG,Benue,"Gwer West",36462,NGA0378136462,2029,1.0237,213124,34101,59675,110824,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Benue,Ogbadibo,36469,NGA0378136469,2026,1.0237,209341,33495,58614,108857,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Benue,Ogbadibo,36469,NGA0378136469,2027,1.0237,214300,34288,60003,111436,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Borno,Askir/Uba,36479,NGA0378236479,2023,1.0237,209369,33499,58623,108871,Endemic,209369,0,1,1,3,3,"MDA 1",ALB_IVM,NR,2026,2031,26
Nigeria,NG,Borno,Askir/Uba,36479,NGA0378236479,2024,1.0237,214329,34293,60012,111450,Endemic,214329,0,1,1,4,4,"MDA 1",ALB_IVM,NR,2026,2031,26
Nigeria,NG,Borno,Hawul,36489,NGA0378236489,2029,1.0237,209930,33588,58781,109163,"Endemic (under post-intervention surveillance)",0,209930,0,0,0,6,NR,NR,NR,2026,2031,3
Nigeria,NG,Borno,Hawul,36489,NGA0378236489,2030,1.0237,214903,34384,60174,111749,"Endemic (under post-intervention surveillance)",0,214903,0,0,0,6,NR,NR,NR,2026,2031,3
Nigeria,NG,Borno,Magumeri,36497,NGA0378236497,2023,1.0237,212613,34018,59532,110559,Endemic,212613,0,1,1,2,3,"MDA 1",ALB_IVM,NR,2027,2032,26
Nigeria,NG,Borno,Marte,36499,NGA0378236499,2026,1.0237,210419,33666,58917,109418,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Borno,Marte,36499,NGA0378236499,2027,1.0237,215404,34464,60313,112010,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,"Cross River",Abi,36505,NGA0378336505,2021,1.0237,209500,33520,58660,108940,"Endemic (under post-intervention surveillance)",0,0,0,0,5,11,NR,NR,NR,0,2023,3
Nigeria,NG,"Cross River",Abi,36505,NGA0378336505,2022,1.0237,214463,34314,60050,111521,"Endemic (under post-intervention surveillance)",0,0,0,0,5,11,NR,NR,NR,0,2023,3
Nigeria,NG,Delta,"Aniocha South",36524,NGA0378436524,2023,1.0237,213179,34108,59690,110853,"Endemic (under post-intervention surveillance)",0,213179,0,0,0,11,NR,NR,TAS2,2021,2026,3
Nigeria,NG,Delta,"Isoko North",36531,NGA0378436531,2022,1.0237,213505,34161,59781,111022,Endemic,213505,0,1,1,3,7,"MDA 1",ALB_IVM,NR,2025,2030,26
Nigeria,NG,Delta,Okpe,36535,NGA0378436535,2026,1.0237,211491,33838,59218,109975,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Delta,Udu,36540,NGA0378436540,2022,1.0237,212330,33973,59452,110411,Endemic,212330,0,1,1,5,7,"MDA 1",ALB_IVM,pre-TAS,2023,2028,26
Nigeria,NG,Delta,Ukwuani,36543,NGA0378436543,2029,1.0237,210062,33610,58818,109233,"Endemic (under post-intervention surveillance)",0,210062,0,0,0,12,NR,NR,NR,2022,2027,3
Nigeria,NG,Delta,Ukwuani,36543,NGA0378436543,2030,1.0237,215038,34406,60211,111821,"Endemic (under post-intervention surveillance)",0,215038,0,0,0,12,NR,NR,Surveillance,2022,2027,3
Nigeria,NG,Delta,"Warii North",36545,NGA0378436545,2024,1.0237,213102,34097,59669,110812,Endemic,213102,0,1,1,6,9,"MDA 1",ALB_IVM,TAS1,2024,2029,26
Nigeria,NG,Ebonyi,Ebonyi,36551,NGA0378536551,2027,1.0237,211187,33790,59133,109818,"Endemic (under post-intervention surveillance)",0,211187,0,0,0,9,NR,NR,NR,2021,2026,3
Nigeria,NG,Ebonyi,"Ezza North",36552,NGA0378536552,2021,1.0237,210683,33709,58991,109555,"Endemic (under MDA)",210683,0,1,1,6,10,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Ebonyi,"Ezza North",36552,NGA0378536552,2022,1.0237,215674,34508,60388,112150,"Endemic (under post-intervention surveillance)",0,215674,0,0,0,10,NR,NR,NR,2021,2026,3
Nigeria,NG,Ebonyi,"Ezza south",36553,NGA0378536553,2025,1.0237,211644,33865,59260,110054,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Ebonyi,Ivo,36556,NGA0378536556,2029,1.0237,210985,33756,59075,109712,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Ebonyi,Ivo,36556,NGA0378536556,2030,1.0237,215983,34556,60474,112311,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Ebonyi,Ohaozara,36558,NGA0378536558,2021,1.0237,215033,34405,60209,111817,"Endemic (under MDA)",215033,0,1,1,6,10,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Edo,"Esan North East",36564,NGA0378636564,2030,1.0237,213175,34107,59688,110850,"Endemic (under post-intervention surveillance)",0,213175,0,0,0,11,NR,NR,Surveillance,2022,2027,3
Nigeria,NG,Edo,"Esan West",36566,NGA0378636566,2027,1.0237,209530,33524,58669,108955,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Edo,"Esan West",36566,NGA0378636566,2028,1.0237,214494,34318,60059,111536,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Edo,"Etsako East",36568,NGA0378636568,2021,1.0237,211228,33796,59144,109839,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Edo,"Ovia South West",36575,NGA0378636575,2024,1.0237,210084,33613,58824,109244,"Endemic (under post-intervention surveillance)",0,210084,0,0,0,11,NR,NR,NR,2021,2026,3
Nigeria,NG,Edo,"Ovia South West",36575,NGA0378636575,2025,1.0237,215061,34409,60218,111832,"Endemic (under post-intervention surveillance)",0,215061,0,0,0,11,NR,NR,NR,2021,2026,3
Nigeria,NG,Edo,Uhunmwonde,36578,NGA0378636578,2029,1.0237,210799,33729,59023,109616,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Edo,Uhunmwonde,36578,NGA0378636578,2030,1.0237,215793,34528,60421,112213,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Ekiti,"Aiyekiri (Gbonyin",36580,NGA0378736580,2021,1.0237,214398,34304,60031,111487,"Endemic (MDA not delivered)",214398,0,0,0,4,13,"MDA 1",ALB_IVM,NR,2023,2028,26
Nigeria,NG,Ekiti,"Ekiti East",36582,NGA0378736582,2023,1.0237,209154,33465,58563,108761,"Endemic (under post-intervention surveillance)",0,209154,0,0,0,13,NR,NR,TAS2,2021,2026,3
Nigeria,NG,Ekiti,"Ekiti East",36582,NGA0378736582,2024,1.0237,214109,34258,59950,111338,"Endemic (under post-intervention surveillance)",0,214109,0,0,0,13,NR,NR,NR,2021,2026,3
Nigeria,NG,Ekiti,Ikere,36588,NGA0378736588,2021,1.0237,213186,34110,59692,110857,"Endemic (MDA not delivered)",213186,0,0,0,4,13,"MDA 1",ALB_IVM,NR,2023,2028,26
Nigeria,NG,Ekiti,Irepodun/Ifelodun,36591,NGA0378736591,2026,1.0237,210051,33608,58815,109227,"Endemic (under post-intervention surveillance)",0,210051,0,0,0,17,NR,NR,NR,2022,2027,3
Nigeria,NG,Ekiti,Irepodun/Ifelodun,36591,NGA0378736591,2027,1.0237,215027,34404,60208,111815,"Endemic (under post-intervention surveillance)",0,215027,0,0,0,17,NR,NR,TAS3,2022,2027,3
Nigeria,NG,Ekiti,Moba,36593,NGA0378736593,2021,1.0237,211943,33911,59344,110210,"Endemic (MDA not delivered)",211943,0,0,0,4,13,"MDA 1",ALB_IVM,NR,2023,2028,26
Nigeria,NG,Ekiti,Oye,36594,NGA0378736594,2025,1.0237,213232,34117,59705,110881,"Endemic (under post-intervention surveillance)",0,213232,0,0,0,14,NR,NR,NR,2022,2027,3
Nigeria,NG,Enugu,Aninri,36595,NGA0378836595,2025,1.0237,212466,33994,59491,110483,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Enugu,"Igbo-Eze South",36603,NGA0378836603,2021,1.0237,213155,34105,59683,110841,"Endemic (MDA not delivered)",213155,0,0,0,5,9,"MDA 1",ALB_IVM,pre-TAS,2022,2027,26
Nigeria,NG,Enugu,Isi-Uzo,36604,NGA0378836604,2021,1.0237,214728,34356,60124,111659,"Endemic (MDA not delivered)",214728,0,0,0,5,10,"MDA 1",ALB_IVM,pre-TAS,2022,2027,26
Nigeria,NG,Enugu,"Nkanu East",36605,NGA0378836605,2021,1.0237,215247,34440,60269,111928,"Endemic (MDA not delivered)",215247,0,0,0,5,10,"MDA 1",ALB_IVM,pre-TAS,2022,2027,26
Nigeria,NG,Enugu,"Nkanu West",36606,NGA0378836606,2021,1.0237,212239,33958,59427,110364,"Endemic (MDA not delivered)",212239,0,0,0,5,9,"MDA 1",ALB_IVM,pre-TAS,2022,2027,26
Nigeria,NG,Enugu,Orji-River,36608,NGA0378836608,2027,1.0237,210772,33723,59016,109600,"Endemic (under post-intervention surveillance)",0,210772,0,0,0,10,NR,NR,TAS3,2022,2027,3
Nigeria,NG,Enugu,Orji-River,36608,NGA0378836608,2028,1.0237,215765,34522,60414,112196,"Endemic (under post-intervention surveillance)",0,215765,0,0,0,10,NR,NR,NR,2022,2027,3
Nigeria,NG,Enugu,Uzo-Uwani,36611,NGA0378836611,2028,1.0237,212172,33948,59409,110329,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Gombe,"Nafada (Bajoga)",36626,NGA0379036626,2023,1.0237,209511,33522,58664,108946,"Endemic (under post-intervention surveillance)",0,209511,0,0,0,9,NR,NR,NR,2022,2027,3
Nigeria,NG,Gombe,"Nafada (Bajoga)",36626,NGA0379036626,2024,1.0237,214474,34316,60054,111527,"Endemic (under post-intervention surveillance)",0,214474,0,0,0,9,NR,NR,TAS2,2022,2027,3
Nigeria,NG,Imo,Ehime-Mbano,36631,NGA0379136631,2026,1.0237,212959,34072,59629,110739,"Endemic (under post-intervention surveillance)",0,212959,0,0,0,9,NR,NR,TAS3,2021,2026,3
Nigeria,NG,Imo,Ihite/Uboma,36635,NGA0379136635,2029,1.0237,210681,33708,58991,109553,"Endemic (under post-intervention surveillance)",0,210681,0,0,0,10,NR,NR,NR,2022,2027,3
Nigeria,NG,Imo,Ihite/Uboma,36635,NGA0379136635,2030,1.0237,215672,34507,60388,112148,"Endemic (under post-intervention surveillance)",0,215672,0,0,0,10,NR,NR,Surveillance,2022,2027,3
Nigeria,NG,Imo,Njaba,36641,NGA0379136641,2021,1.0237,209946,33591,58785,109172,"Endemic (MDA not delivered)",209946,0,0,0,7,10,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Imo,Njaba,36641,NGA0379136641,2022,1.0237,214920,34387,60178,111758,"Endemic (under post-intervention surveillance)",0,214920,0,0,0,10,NR,NR,NR,2021,2026,3
Nigeria,NG,Imo,Nwangele,36643,NGA0379136643,2026,1.0237,208959,33434,58509,108659,"Endemic (under post-intervention surveillance)",0,208959,0,0,0,10,NR,NR,NR,2023,2028,3
Nigeria,NG,Imo,Nwangele,36643,NGA0379136643,2027,1.0237,213909,34226,59895,111233,"Endemic (under post-intervention surveillance)",0,213909,0,0,0,10,NR,NR,NR,2023,2028,3
Nigeria,NG,Imo,Obowo,36644,NGA0379136644,2030,1.0237,210972,33755,59073,109707,"Endemic (under post-intervention surveillance)",0,210972,0,0,0,11,NR,NR,Surveillance,2022,2027,3
Nigeria,NG,Imo,Oguta,36645,NGA0379136645,2022,1.0237,211807,33889,59305,110140,Endemic,211807,0,1,1,5,8,"MDA 4",ALBx2,pre-TAS,2023,2028,26
Nigeria,NG,Imo,Okigwe,36647,NGA0379136647,2025,1.0237,210105,33616,58829,109255,"Endemic (under post-intervention surveillance)",0,210105,0,0,0,10,NR,NR,NR,2022,2027,3
Nigeria,NG,Imo,Okigwe,36647,NGA0379136647,2026,1.0237,215082,34412,60223,111843,"Endemic (under post-intervention surveillance)",0,215082,0,0,0,10,NR,NR,NR,2022,2027,3
Nigeria,NG,Imo,Orlu,36649,NGA0379136649,2022,1.0237,211376,33820,59186,109916,Endemic,211376,0,1,1,5,9,"MDA 1",ALB_IVM,pre-TAS,2023,2028,26
Nigeria,NG,Imo,Orsu,36650,NGA0379136650,2029,1.0237,209387,33502,58629,108880,"Endemic (under post-intervention surveillance)",0,209387,0,0,0,9,NR,NR,Surveillance,2021,2026,3
Nigeria,NG,Imo,Orsu,36650,NGA0379136650,2030,1.0237,214347,34296,60018,111459,"Endemic (under post-intervention surveillance)",0,214347,0,0,0,9,NR,NR,NR,2021,2026,3
Nigeria,NG,Imo,"Oru West",36652,NGA0379136652,2030,1.0237,209861,33577,58763,109128,"Endemic (under post-intervention surveillance)",0,209861,0,0,0,8,NR,NR,Surveillance,2022,2027,3
Nigeria,NG,Imo,"Owerri municipal",36655,NGA0379136655,2027,1.0237,211813,33889,59309,110143,"Endemic (under post-intervention surveillance)",0,211813,0,0,0,8,NR,NR,TAS3,2022,2027,3
Nigeria,NG,Jigawa,Auyo,36656,NGA0379236656,2025,1.0237,209730,33558,58725,109060,"Endemic (under post-intervention surveillance)",0,209730,0,0,0,15,NR,NR,TAS2,2023,2028,3
Nigeria,NG,Jigawa,Auyo,36656,NGA0379236656,2026,1.0237,214699,34353,60116,111644,"Endemic (under post-intervention surveillance)",0,214699,0,0,0,15,NR,NR,NR,2023,2028,3
Nigeria,NG,Jigawa,Birinwa,36659,NGA0379236659,2022,1.0237,210801,33729,59024,109617,Endemic,210801,0,1,1,5,14,"MDA 1",ALB_IVM,pre-TAS,2023,2028,26
Nigeria,NG,Jigawa,Birinwa,36659,NGA0379236659,2023,1.0237,215795,34528,60422,112214,Endemic,215795,0,1,1,6,15,"MDA 1",ALB_IVM,TAS1,2023,2028,26
Nigeria,NG,Jigawa,Gwiwa,36667,NGA0379236667,2028,1.0237,212236,33959,59425,110363,"Endemic (under post-intervention surveillance)",0,212236,0,0,0,13,NR,NR,NR,2024,2029,3
Nigeria,NG,Jigawa,Kaugama,36671,NGA0379236671,2027,1.0237,213051,34088,59655,110789,"Endemic (under post-intervention surveillance)",0,213051,0,0,0,15,NR,NR,NR,2023,2028,3
Nigeria,NG,Jigawa,Miga,36677,NGA0379236677,2026,1.0237,208882,33421,58486,108619,"Endemic (under post-intervention surveillance)",0,208882,0,0,0,15,NR,NR,NR,2023,2028,3
Nigeria,NG,Jigawa,Miga,36677,NGA0379236677,2027,1.0237,213830,34213,59872,111192,"Endemic (under post-intervention surveillance)",0,213830,0,0,0,15,NR,NR,NR,2023,2028,3
Nigeria,NG,Jigawa,Sule-Tankarkar,36680,NGA0379236680,2026,1.0237,212825,34053,59592,110669,"Endemic (under post-intervention surveillance)",0,212825,0,0,0,12,NR,NR,NR,2023,2028,3
Nigeria,NG,Jigawa,Taura,36681,NGA0379236681,2025,1.0237,209343,33495,58615,108858,"Endemic (under post-intervention surveillance)",0,209343,0,0,0,10,NR,NR,NR,2021,2026,3
Nigeria,NG,Jigawa,Taura,36681,NGA0379236681,2026,1.0237,214302,34288,60004,111437,"Endemic (under post-intervention surveillance)",0,214302,0,0,0,10,NR,NR,TAS3,2021,2026,3
Nigeria,NG,Kaduna,Kudan,36698,NGA0379336698,2023,1.0237,210736,33717,59007,109582,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Kaduna,Kudan,36698,NGA0379336698,2024,1.0237,215728,34516,60405,112178,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Kaduna,Makarfi,36700,NGA0379336700,2021,1.0237,211608,33857,59250,110036,"Endemic (MDA not delivered)",211608,0,0,0,5,9,"MDA 1",ALB_IVM,pre-TAS,2022,2027,26
Nigeria,NG,Kano,Karaye,36727,NGA0379436727,2022,1.0237,209436,33509,58642,108906,"Endemic (under post-intervention surveillance)",0,209436,0,0,0,14,NR,NR,NR,2021,2026,3
Nigeria,NG,Kano,Karaye,36727,NGA0379436727,2023,1.0237,214398,34303,60031,111486,"Endemic (under post-intervention surveillance)",0,214398,0,0,0,14,NR,NR,TAS2,2021,2026,3
Nigeria,NG,Kano,Kibiya,36728,NGA0379436728,2024,1.0237,212227,33957,59423,110358,"Endemic (under post-intervention surveillance)",0,212227,0,0,0,14,NR,NR,TAS2,2022,2027,3
Nigeria,NG,Kano,Kura,36732,NGA0379436732,2021,1.0237,209210,33474,58579,108789,"Endemic (MDA not delivered)",209210,0,0,0,4,10,"MDA 1",ALB_IVM,NR,2023,2028,26
Nigeria,NG,Kano,Kura,36732,NGA0379436732,2022,1.0237,214166,34267,59967,111366,Endemic,214166,0,1,1,5,11,"MDA 1",ALB_IVM,pre-TAS,2023,2028,26
Nigeria,NG,Kano,Madobi,36733,NGA0379436733,2024,1.0237,212051,33928,59374,110267,"Endemic (under post-intervention surveillance)",0,212051,0,0,0,10,NR,NR,NR,2021,2026,3
Nigeria,NG,Kano,Rano,36737,NGA0379436737,2021,1.0237,210422,33668,58918,109419,"Endemic (MDA not delivered)",210422,0,0,0,4,12,"MDA 1",ALB_IVM,NR,2023,2028,26
Nigeria,NG,Kano,Rano,36737,NGA0379436737,2022,1.0237,215407,34466,60314,112011,Endemic,215407,0,1,1,5,13,"MDA 1",ALB_IVM,pre-TAS,2023,2028,26
Nigeria,NG,Kano,Shanono,36740,NGA0379436740,2023,1.0237,213183,34109,59691,110855,Endemic,213183,0,1,1,6,12,"MDA 1",ALB_IVM,TAS1,2023,2028,26
Nigeria,NG,Kano,Warawa,36748,NGA0379436748,2026,1.0237,209472,33516,58651,108925,"Endemic (under post-intervention surveillance)",0,209472,0,0,0,10,NR,NR,NR,2022,2027,3
Nigeria,NG,Kano,Warawa,36748,NGA0379436748,2027,1.0237,214434,34310,60040,111505,"Endemic (under post-intervention surveillance)",0,214434,0,0,0,10,NR,NR,TAS3,2022,2027,3
Nigeria,NG,Katsina,Charanchi,36755,NGA0379536755,2024,1.0237,213587,34175,59805,111065,"Endemic (under post-intervention surveillance)",0,213587,0,0,0,11,NR,NR,NR,2023,2028,3
Nigeria,NG,Katsina,Dandume,36757,NGA0379536757,2021,1.0237,210856,33737,59040,109645,"Endemic (MDA not delivered)",210856,0,0,0,4,9,"MDA 1",ALB_IVM,NR,2023,2028,26
Nigeria,NG,Katsina,Dandume,36757,NGA0379536757,2022,1.0237,215851,34536,60439,112242,Endemic,215851,0,1,1,5,10,"MDA 1",ALB_IVM,pre-TAS,2023,2028,26
Nigeria,NG,Katsina,Danja,36758,NGA0379536758,2027,1.0237,209299,33488,58603,108834,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Katsina,Danja,36758,NGA0379536758,2028,1.0237,214257,34281,59991,111412,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Katsina,Dutsi,36760,NGA0379536760,2029,1.0237,209422,33507,58639,108900,"Endemic (under post-intervention surveillance)",0,209422,0,0,0,10,NR,NR,NR,2022,2027,3
Nigeria,NG,Katsina,Dutsi,36760,NGA0379536760,2030,1.0237,214383,34301,60028,111480,"Endemic (under post-intervention surveillance)",0,214383,0,0,0,10,NR,NR,Surveillance,2022,2027,3
Nigeria,NG,Katsina,Kurfi,36771,NGA0379536771,2030,1.0237,210022,33605,58807,109211,"Endemic (under post-intervention surveillance)",0,210022,0,0,0,11,NR,NR,NR,2023,2028,3
Nigeria,NG,Katsina,Sabuwa,36780,NGA0379536780,2024,1.0237,211162,33786,59126,109804,"Endemic (under post-intervention surveillance)",0,211162,0,0,0,10,NR,NR,TAS2,2022,2027,3
Nigeria,NG,Katsina,Sandamu,36782,NGA0379536782,2024,1.0237,213081,34093,59664,110803,"Endemic (under post-intervention surveillance)",0,213081,0,0,0,11,NR,NR,NR,2023,2028,3
Nigeria,NG,Kebbi,Augie,36787,NGA0379636787,2030,1.0237,209497,33519,58659,108940,"Endemic (under post-intervention surveillance)",0,209497,0,0,0,11,NR,NR,NR,2023,2028,3
Nigeria,NG,Kebbi,Bunza,36790,NGA0379636790,2029,1.0237,211932,33910,59341,110204,"Endemic (under post-intervention surveillance)",0,211932,0,0,0,8,NR,NR,NR,2022,2027,3
Nigeria,NG,Kebbi,Dandi,36791,NGA0379636791,2022,1.0237,213680,34189,59831,111113,Endemic,213680,0,1,1,6,13,"MDA 1",ALB_IVM,TAS1,2022,2027,26
Nigeria,NG,Kebbi,Fakai,36792,NGA0379636792,2029,1.0237,211497,33839,59219,109978,"Endemic (under post-intervention surveillance)",0,211497,0,0,0,14,NR,NR,Surveillance,2021,2026,3
