country,iso2,admin1,iuName,iuId,iuCode,year,pgm,popTotal,popPreSac,popSac,popAdults,endLf,popReqPc,popNoTx,mda,epiEffMda,epiEffMdaN,cumMda,mdaScheme,mdaDrugs,ia,mdaLast,surveyLast,endemicityId
Nigeria,NG,Delta,"Aniocha South",36524,NGA0378436524,2030,1.0237,251144,40182,70321,130594,"Endemic (under post-intervention surveillance)",0,251144,0,0,0,11,NR,NR,NR,2021,2026,3
Nigeria,NG,Delta,"Ika South",36530,NGA0378436530,2023,1.0237,246520,39444,69025,128191,"Endemic (under post-intervention surveillance)",0,246520,0,0,0,11,NR,NR,TAS2,2021,2026,3
Nigeria,NG,Delta,"Ndokwa West",36534,NGA0378436534,2027,1.0237,248629,39780,69616,129287,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Delta,"Oshimili South",36537,NGA0378436537,2027,1.0237,249093,39855,69747,129527,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Delta,Sapele,36539,NGA0378436539,2021,1.0237,248689,39790,69633,129318,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Delta,Udu,36540,NGA0378436540,2029,1.0237,250144,40023,70040,130074,"Endemic (under post-intervention surveillance)",0,250144,0,0,0,8,NR,NR,NR,2023,2028,3
Nigeria,NG,Ebonyi,Abakaliki,36548,NGA0378536548,2026,1.0237,246777,39485,69098,128324,"Endemic (under post-intervention surveillance)",0,246777,0,0,0,7,NR,NR,NR,2023,2028,3
Nigeria,NG,Ebonyi,"Afikpo North",36549,NGA0378536549,2025,1.0237,248832,39813,69673,129392,"Endemic (under post-intervention surveillance)",0,248832,0,0,0,11,NR,NR,NR,2022,2027,3
Nigeria,NG,Ebonyi,"Afikpo South",36550,NGA0378536550,2025,1.0237,249565,39930,69878,129774,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Ebonyi,"Ezza North",36552,NGA0378536552,2028,1.0237,248203,39713,69496,129066,"Endemic (under post-intervention surveillance)",0,248203,0,0,0,10,NR,NR,NR,2021,2026,3
Nigeria,NG,Ebonyi,Ohaozara,36558,NGA0378536558,2027,1.0237,247466,39593,69289,128683,"Endemic (under post-intervention surveillance)",0,247466,0,0,0,10,NR,NR,NR,2021,2026,3
Nigeria,NG,Edo,"Esan South East",36565,NGA0378636565,2022,1.0237,248409,39746,69555,129172,Endemic,248409,0,1,1,6,12,"MDA 4",ALBx2,TAS1,2022,2027,26
Nigeria,NG,Edo,"Etsako East",36568,NGA0378636568,2028,1.0237,248846,39815,69676,129401,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Edo,"Ovia North East",36574,NGA0378636574,2026,1.0237,250235,40038,70064,130123,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Edo,"Owan East",36576,NGA0378636576,2026,1.0237,251107,40177,70310,130577,"Endemic (under post-intervention surveillance)",0,251107,0,0,0,11,NR,NR,TAS3,2021,2026,3
Nigeria,NG,Ekiti,"Aiyekiri (Gbonyin",36580,NGA0378736580,2027,1.0237,246736,39479,69086,128302,"Endemic (under post-intervention surveillance)",0,246736,0,0,0,15,NR,NR,NR,2023,2028,3
Nigeria,NG,Ekiti,"Ekiti East",36582,NGA0378736582,2030,1.0237,246401,39425,68993,128132,"Endemic (under post-intervention surveillance)",0,246401,0,0,0,13,NR,NR,NR,2021,2026,3
Nigeria,NG,Ekiti,"Ekiti South West",36583,NGA0378736583,2023,1.0237,250579,40092,70162,130301,"Endemic (under post-intervention surveillance)",0,250579,0,0,0,16,NR,NR,NR,2022,2027,3
Nigeria,NG,Ekiti,Ido-Osi,36586,NGA0378736586,2024,1.0237,246949,39512,69145,128414,"Endemic (under post-intervention surveillance)",0,246949,0,0,0,17,NR,NR,NR,2023,2028,3
Nigeria,NG,Ekiti,Ikere,36588,NGA0378736588,2028,1.0237,251152,40184,70323,130598,"Endemic (under post-intervention surveillance)",0,251152,0,0,0,15,NR,NR,TAS3,2023,2028,3
Nigeria,NG,Ekiti,Ikole,36589,NGA0378736589,2022,1.0237,249458,39914,69848,129718,Endemic,249458,0,1,1,6,14,"MDA 4",ALBx2,TAS1,2022,2027,26
Nigeria,NG,Ekiti,Moba,36593,NGA0378736593,2028,1.0237,249689,39950,69912,129838,"Endemic (under post-intervention surveillance)",0,249689,0,0,0,15,NR,NR,TAS3,2023,2028,3
Nigeria,NG,Enugu,"Igbo-Eze South",36603,NGA0378836603,2028,1.0237,251116,40179,70313,130582,"Endemic (under post-intervention surveillance)",0,251116,0,0,0,10,NR,NR,NR,2022,2027,3
Nigeria,NG,Enugu,Isi-Uzo,36604,NGA0378836604,2027,1.0237,247115,39538,69192,128501,"Endemic (under post-intervention surveillance)",0,247115,0,0,0,11,NR,NR,TAS3,2022,2027,3
Nigeria,NG,Enugu,"Nkanu East",36605,NGA0378836605,2027,1.0237,247713,39634,69360,128811,"Endemic (under post-intervention surveillance)",0,247713,0,0,0,11,NR,NR,TAS3,2022,2027,3
Nigeria,NG,Enugu,"Nkanu West",36606,NGA0378836606,2028,1.0237,250037,40005,70010,130019,"Endemic (under post-intervention surveillance)",0,250037,0,0,0,10,NR,NR,NR,2022,2027,3
Nigeria,NG,"Federal Capital Territory",Gwagwalada,36615,NGA0378936615,2025,1.0237,250675,40108,70189,130352,"Endemic (under post-intervention surveillance)",0,250675,0,0,0,17,NR,NR,NR,2024,2029,3
Nigeria,NG,Gombe,Kaltungo,36624,NGA0379036624,2027,1.0237,249430,39909,69841,129703,"Endemic (under post-intervention surveillance)",0,249430,0,0,0,10,NR,NR,NR,2021,2026,3
Nigeria,NG,Gombe,"Nafada (Bajoga)",36626,NGA0379036626,2030,1.0237,246823,39492,69111,128348,"Endemic (under post-intervention surveillance)",0,246823,0,0,0,9,NR,NR,Surveillance,2022,2027,3
Nigeria,NG,Gombe,Shogom,36627,NGA0379036627,2026,1.0237,246445,39432,69006,128153,"Endemic (under post-intervention surveillance)",0,246445,0,0,0,11,NR,NR,NR,2022,2027,3
Nigeria,NG,Imo,Ahiazu-Mbaise,36630,NGA0379136630,2021,1.0237,247262,39562,69233,128576,"Endemic (MDA not delivered)",247262,0,0,0,5,10,"MDA 1",ALB_IVM,pre-TAS,2022,2027,26
Nigeria,NG,Imo,Ezinihitte,36632,NGA0379136632,2023,1.0237,251067,40171,70299,130554,"Endemic (under post-intervention surveillance)",0,251067,0,0,0,11,NR,NR,NR,2022,2027,3
Nigeria,NG,Imo,"Ideato South",36634,NGA0379136634,2024,1.0237,248147,39704,69481,129036,"Endemic (under post-intervention surveillance)",0,248147,0,0,0,10,NR,NR,TAS2,2022,2027,3
Nigeria,NG,Imo,Ikeduru,36636,NGA0379136636,2027,1.0237,248614,39778,69613,129280,"Endemic (under post-intervention surveillance)",0,248614,0,0,0,11,NR,NR,TAS3,2022,2027,3
Nigeria,NG,Imo,Isu,36638,NGA0379136638,2023,1.0237,249361,39897,69821,129668,Endemic,249361,0,1,1,6,9,"MDA 1",ALB_IVM,TAS1,2023,2028,26
Nigeria,NG,Imo,Ngor-Okp,36640,NGA0379136640,2024,1.0237,248229,39717,69503,129078,"Endemic (under post-intervention surveillance)",0,248229,0,0,0,10,NR,NR,TAS2,2022,2027,3
Nigeria,NG,Imo,Njaba,36641,NGA0379136641,2028,1.0237,247336,39575,69255,128613,"Endemic (under post-intervention surveillance)",0,247336,0,0,0,10,NR,NR,NR,2021,2026,3
Nigeria,NG,Imo,Oguta,36645,NGA0379136645,2029,1.0237,249529,39925,69866,129754,"Endemic (under post-intervention surveillance)",0,249529,0,0,0,9,NR,NR,NR,2023,2028,3
Nigeria,NG,Imo,Orlu,36649,NGA0379136649,2029,1.0237,249020,39843,69726,129492,"Endemic (under post-intervention surveillance)",0,249020,0,0,0,10,NR,NR,NR,2023,2028,3
Nigeria,NG,Jigawa,Birinwa,36659,NGA0379236659,2029,1.0237,248342,39735,69535,129138,"Endemic (under post-intervention surveillance)",0,248342,0,0,0,15,NR,NR,NR,2023,2028,3
Nigeria,NG,Jigawa,Garki,36663,NGA0379236663,2026,1.0237,247606,39618,69330,128756,"Endemic (under post-intervention surveillance)",0,247606,0,0,0,13,NR,NR,TAS2,2024,2029,3
Nigeria,NG,Jigawa,Kazaure,36672,NGA0379236672,2024,1.0237,250653,40105,70183,130339,"Endemic (under post-intervention surveillance)",0,250653,0,0,0,12,NR,NR,NR,2023,2028,3
Nigeria,NG,Jigawa,Kiyawa,36674,NGA0379236674,2021,1.0237,250172,40028,70048,130089,"Endemic (MDA not delivered)",250172,0,0,0,4,13,"MDA 4",ALBx2,NR,2023,2028,26
Nigeria,NG,Jigawa,"Mallam Madori",36676,NGA0379236676,2024,1.0237,250526,40084,70147,130274,"Endemic (under post-intervention surveillance)",0,250526,0,0,0,14,NR,NR,TAS2,2022,2027,3
Nigeria,NG,Kaduna,Jaba,36688,NGA0379336688,2025,1.0237,246872,39499,69124,128373,"Endemic (under post-intervention surveillance)",0,246872,0,0,0,14,NR,NR,NR,2022,2027,3
Nigeria,NG,Kaduna,Kudan,36698,NGA0379336698,2030,1.0237,248267,39722,69516,129097,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Kaduna,Makarfi,36700,NGA0379336700,2028,1.0237,249294,39887,69802,129634,"Endemic (under post-intervention surveillance)",0,249294,0,0,0,10,NR,NR,NR,2022,2027,3
Nigeria,NG,Kaduna,Sanga,36702,NGA0379336702,2027,1.0237,248644,39783,69620,129295,"Endemic (under post-intervention surveillance)",0,248644,0,0,0,14,NR,NR,NR,2023,2028,3
Nigeria,NG,Kano,Bagwai,36708,NGA0379436708,2023,1.0237,246904,39504,69133,128389,"Endemic (under post-intervention surveillance)",0,246904,0,0,0,10,NR,NR,TAS2,2021,2026,3
Nigeria,NG,Kano,Bunkure,36711,NGA0379436711,2021,1.0237,247246,39559,69229,128568,"Endemic (MDA not delivered)",247246,0,0,0,6,13,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Kano,Garko,36719,NGA0379436719,2023,1.0237,246378,39420,68986,128116,"Endemic (under post-intervention surveillance)",0,246378,0,0,0,13,NR,NR,TAS2,2021,2026,3
Nigeria,NG,Kano,Kabo,36725,NGA0379436725,2026,1.0237,250199,40032,70056,130105,"Endemic (under post-intervention surveillance)",0,250199,0,0,0,10,NR,NR,TAS3,2021,2026,3
Nigeria,NG,Kano,Karaye,36727,NGA0379436727,2029,1.0237,246736,39478,69086,128301,"Endemic (under post-intervention surveillance)",0,246736,0,0,0,14,NR,NR,Surveillance,2021,2026,3
Nigeria,NG,Kano,Kura,36732,NGA0379436732,2028,1.0237,246470,39437,69012,128163,"Endemic (under post-intervention surveillance)",0,246470,0,0,0,12,NR,NR,TAS3,2023,2028,3
Nigeria,NG,Kano,Rano,36737,NGA0379436737,2028,1.0237,247897,39665,69411,128906,"Endemic (under post-intervention surveillance)",0,247897,0,0,0,14,NR,NR,TAS3,2023,2028,3
Nigeria,NG,Kano,Shanono,36740,NGA0379436740,2030,1.0237,251149,40183,70322,130596,"Endemic (under post-intervention surveillance)",0,251149,0,0,0,12,NR,NR,NR,2023,2028,3
Nigeria,NG,Kano,Tsanyawa,36745,NGA0379436745,2025,1.0237,250530,40085,70148,130276,"Endemic (under post-intervention surveillance)",0,250530,0,0,0,11,NR,NR,NR,2022,2027,3
Nigeria,NG,Katsina,Bakori,36750,NGA0379536750,2027,1.0237,248707,39794,69638,129328,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Katsina,Bindawa,36754,NGA0379536754,2026,1.0237,247807,39650,69386,128860,"Endemic (under post-intervention surveillance)",0,247807,0,0,0,11,NR,NR,NR,2023,2028,3
Nigeria,NG,Katsina,Dandume,36757,NGA0379536757,2028,1.0237,248410,39745,69555,129170,"Endemic (under post-intervention surveillance)",0,248410,0,0,0,11,NR,NR,TAS3,2023,2028,3
Nigeria,NG,Katsina,Kankia,36769,NGA0379536769,2026,1.0237,246306,39408,68966,128079,"Endemic (under post-intervention surveillance)",0,246306,0,0,0,11,NR,NR,NR,2023,2028,3
Nigeria,NG,Katsina,Mashi,36776,NGA0379536776,2021,1.0237,250491,40079,70137,130255,"Endemic (MDA not delivered)",250491,0,0,0,5,9,"MDA 1",ALB_IVM,pre-TAS,2022,2027,26
Nigeria,NG,Katsina,Musawa,36778,NGA0379536778,2021,1.0237,248437,39750,69562,129187,"Endemic (MDA not delivered)",248437,0,0,0,5,9,"MDA 1",ALB_IVM,pre-TAS,2022,2027,26
Nigeria,NG,Katsina,Rimi,36779,NGA0379536779,2026,1.0237,250064,40010,70017,130034,"Endemic (under post-intervention surveillance)",0,250064,0,0,0,11,NR,NR,NR,2023,2028,3
Nigeria,NG,Kebbi,Suru,36801,NGA0379636801,2027,1.0237,250138,40022,70039,130071,"Endemic (under post-intervention surveillance)",0,250138,0,0,0,10,NR,NR,TAS3,2022,2027,3
Nigeria,NG,Kebbi,Zuru,36804,NGA0379636804,2023,1.0237,250997,40159,70279,130518,"Endemic (under post-intervention surveillance)",0,250997,0,0,0,15,NR,NR,NR,2022,2027,3
Nigeria,NG,Kogi,Bassa,36808,NGA0379736808,2030,1.0237,250053,40010,70014,130027,"Endemic (under post-intervention surveillance)",0,250053,0,0,0,14,NR,NR,NR,2021,2026,3
Nigeria,NG,Kogi,Igalamela-Odulu,36812,NGA0379736812,2027,1.0237,246457,39434,69009,128158,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Kogi,Kabba/Bunu,36814,NGA0379736814,2028,1.0237,247908,39667,69414,128913,"Endemic (under post-intervention surveillance)",0,247908,0,0,0,11,NR,NR,NR,2022,2027,3
Nigeria,NG,Kogi,Olamabolo,36822,NGA0379736822,2024,1.0237,248569,39770,69600,129256,"Endemic (under post-intervention surveillance)",0,248569,0,0,0,14,NR,NR,NR,2021,2026,3
Nigeria,NG,Kogi,"Yagba East",36824,NGA0379736824,2027,1.0237,248127,39700,69476,129026,"Endemic (under post-intervention surveillance)",0,248127,0,0,0,10,NR,NR,NR,2023,2028,3
Nigeria,NG,Kogi,"Yagba West",36825,NGA0379736825,2030,1.0237,250333,40054,70095,130174,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Kwara,Irepodun,36835,NGA0379836835,2027,1.0237,247440,39590,69283,128669,"Endemic (under post-intervention surveillance)",0,247440,0,0,0,13,NR,NR,NR,2021,2026,3
Nigeria,NG,Nasarawa,Doma,36864,NGA0380036864,2030,1.0237,249363,39898,69822,129667,"Endemic (under post-intervention surveillance)",0,0,0,0,0,10,NR,NR,NR,0,2017,3
Nigeria,NG,Nasarawa,Nasarawa-Eggon,36871,NGA0380036871,2027,1.0237,248302,39728,69525,129118,"Endemic (under post-intervention surveillance)",0,0,0,0,0,11,NR,NR,NR,0,2017,3
Nigeria,NG,Nasarawa,Obi,36872,NGA0380036872,2027,1.0237,247880,39662,69407,128897,"Endemic (under post-intervention surveillance)",0,0,0,0,0,10,NR,NR,NR,0,2017,3
Nigeria,NG,Niger,Borgu,36878,NGA0380136878,2021,1.0237,248800,39808,69664,129376,"Endemic (MDA not delivered)",248800,0,0,0,7,13,NR,NR,TAS1,2021,2026,26
Nigeria,NG,Niger,Bosso,36879,NGA0380136879,2028,1.0237,251170,40186,70328,130607,"Endemic (under post-intervention surveillance)",0,251170,0,0,0,11,NR,NR,NR,2022,2027,3
Nigeria,NG,Niger,Edati,36881,NGA0380136881,2024,1.0237,248831,39812,69673,129392,"Endemic (under post-intervention surveillance)",0,248831,0,0,0,11,NR,NR,NR,2021,2026,3
Nigeria,NG,Niger,Kontogora,36885,NGA0380136885,2026,1.0237,247137,39541,69198,128511,"Endemic (under post-intervention surveillance)",0,247137,0,0,0,13,NR,NR,TAS3,2021,2026,3
Nigeria,NG,Niger,Paikoro,36893,NGA0380136893,2025,1.0237,251176,40187,70330,130612,"Endemic (under post-intervention surveillance)",0,251176,0,0,0,13,NR,NR,NR,2024,2029,3
Nigeria,NG,Ogun,"Egbado south",36904,NGA0380236904,2022,1.0237,250080,40013,70022,130041,Endemic,250080,0,1,1,1,4,"MDA 1",ALB_IVM,NR,2027,2032,26
Nigeria,NG,Ogun,"Ijebu Ode",36909,NGA0380236909,2026,1.0237,250533,40086,70148,130277,"Endemic (under post-intervention surveillance)",0,250533,0,0,0,12,NR,NR,TAS2,2024,2029,3
Nigeria,NG,Ogun,Ipokia,36913,NGA0380236913,2027,1.0237,250463,40073,70130,130241,"Endemic (under post-intervention surveillance)",0,250463,0,0,0,9,NR,NR,NR,2026,2031,3
Nigeria,NG,Ondo,Ile-Oluji-Okegbo,36930,NGA0380336930,2021,1.0237,250109,40017,70031,130057,"Endemic (under MDA)",250109,0,1,1,6,16,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Ondo,Irele,36931,NGA0380336931,2028,1.0237,247431,39588,69281,128665,"Endemic (under post-intervention surveillance)",0,247431,0,0,0,15,NR,NR,NR,2021,2026,3
Nigeria,NG,Ondo,Ose,36936,NGA0380336936,2028,1.0237,246980,39516,69154,128429,"Endemic (under post-intervention surveillance)",0,246980,0,0,0,15,NR,NR,NR,2021,2026,3
Nigeria,NG,Osun,Aijedaade,36938,NGA0380436938,2027,1.0237,250408,40065,70113,130211,"Endemic (under post-intervention surveillance)",0,250408,0,0,0,10,NR,NR,NR,2023,2028,3
Nigeria,NG,Osun,Boripe,36943,NGA0380436943,2030,1.0237,248918,39826,69699,129438,"Endemic (under post-intervention surveillance)",0,248918,0,0,0,14,NR,NR,NR,2021,2026,3
Nigeria,NG,Osun,"Ife Central",36948,NGA0380436948,2022,1.0237,247717,39634,69361,128813,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Osun,"Ife North",36950,NGA0380436950,2026,1.0237,249982,39997,69995,129991,"Endemic (under post-intervention surveillance)",0,249982,0,0,0,7,NR,NR,NR,2023,2028,3
Nigeria,NG,Osun,Irewole,36958,NGA0380436958,2029,1.0237,250558,40090,70156,130290,"Endemic (under post-intervention surveillance)",0,250558,0,0,0,9,NR,NR,Surveillance,2021,2026,3
Nigeria,NG,Osun,Oriade,36965,NGA0380436965,2027,1.0237,247452,39591,69286,128676,"Endemic (under post-intervention surveillance)",0,247452,0,0,0,16,NR,NR,TAS3,2022,2027,3
Nigeria,NG,Osun,Oshogbo,36966,NGA0380436966,2025,1.0237,248964,39835,69710,129462,"Endemic (under post-intervention surveillance)",0,248964,0,0,0,9,NR,NR,TAS2,2023,2028,3
Nigeria,NG,Oyo,"Ibadan North West",36975,NGA0380536975,2026,1.0237,248583,39772,69603,129263,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Oyo,Lagelu,36987,NGA0380536987,2027,1.0237,246351,39415,68978,128103,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Oyo,"Ori Ire",36995,NGA0380536995,2027,1.0237,250800,40129,70225,130416,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Oyo,Surulere,37000,NGA0380537000,2029,1.0237,247892,39664,69409,128903,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Plateau,Wase,37017,NGA0380637017,2024,1.0237,250994,40159,70278,130516,"Endemic (under post-intervention surveillance)",0,0,0,0,0,10,NR,NR,NR,0,2017,3
Nigeria,NG,Rivers,"Ahoada East",37019,NGA0380737019,2022,1.0237,246966,39514,69150,128423,Endemic,246966,0,1,1,2,2,"MDA 4",ALBx2,NR,2026,2031,26
Nigeria,NG,Rivers,"Akuku Toro",37021,NGA0380737021,2025,1.0237,247871,39661,69404,128893,Endemic,247871,0,1,1,4,5,"MDA 1",ALB_IVM,NR,2027,2032,26
Nigeria,NG,Rivers,Opopo/Nkoro,37037,NGA0380737037,2026,1.0237,246432,39429,69001,128144,Endemic,246432,0,1,1,6,10,"MDA 4",ALBx2,TAS1,2026,2031,26
Nigeria,NG,Sokoto,Illela,37048,NGA0380837048,2027,1.0237,250567,40090,70158,130295,"Endemic (under post-intervention surveillance)",0,250567,0,0,0,13,NR,NR,NR,2021,2026,3
Nigeria,NG,Sokoto,Isa,37049,NGA0380837049,2028,1.0237,249029,39845,69727,129495,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Sokoto,Rabah,37052,NGA0380837052,2027,1.0237,248366,39738,69542,129151,"Endemic (under post-intervention surveillance)",0,248366,0,0,0,13,NR,NR,NR,2021,2026,3
Nigeria,NG,Sokoto,Shagari,37054,NGA0380837054,2025,1.0237,248517,39763,69585,129229,"Endemic (under post-intervention surveillance)",0,248517,0,0,0,12,NR,NR,NR,2021,2026,3
Nigeria,NG,Taraba,Jalingo,37070,NGA0380937070,2030,1.0237,249790,39968,69942,129889,"Endemic (under post-intervention surveillance)",0,249790,0,0,0,15,NR,NR,TAS3,2025,2030,3
Nigeria,NG,Yobe,Bade,37080,NGA0381037080,2030,1.0237,249678,39948,69909,129833,"Endemic (under post-intervention surveillance)",0,249678,0,0,0,14,NR,NR,NR,2021,2026,3
Nigeria,NG,Yobe,Geidan,37085,NGA0381037085,2025,1.0237,249919,39987,69977,129957,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Yobe,Nguru,37092,NGA0381037092,2027,1.0237,250806,40130,70227,130418,"Endemic (under post-intervention surveillance)",0,250806,0,0,0,15,NR,NR,NR,2023,2028,3
Nigeria,NG,Zamfara,Anka,37097,NGA0381137097,2029,1.0237,248256,39721,69513,129093,"Endemic (under post-intervention surveillance)",0,248256,0,0,0,14,NR,NR,Surveillance,2021,2026,3
Nigeria,NG,Adamawa,Toungo,36372,NGA0377636372,2021,1.0237,75292,12047,21082,39152,"Endemic (MDA not delivered)",75292,0,0,0,4,6,"MDA 1",ALB_IVM,NR,2023,2028,26
Nigeria,NG,Adamawa,Toungo,36372,NGA0377636372,2022,1.0237,77076,12332,21581,40080,Endemic,77076,0,1,1,5,7,"MDA 1",ALB_IVM,pre-TAS,2023,2028,26
Nigeria,NG,Adamawa,Toungo,36372,NGA0377636372,2023,1.0237,78902,12624,22092,41029,Endemic,78902,0,1,1,6,8,"MDA 1",ALB_IVM,TAS1,2023,2028,26
Nigeria,NG,Adamawa,Toungo,36372,NGA0377636372,2024,1.0237,80771,12923,22615,42001,"Endemic (under post-intervention surveillance)",0,80771,0,0,0,8,NR,NR,NR,2023,2028,3
Nigeria,NG,"Akwa Ibom","Udung Uko",36401,NGA0377736401,2021,1.0237,77083,12333,21583,40083,"Endemic (MDA not delivered)",77083,0,0,0,4,11,"MDA 4",ALBx2,NR,2023,2028,26
Nigeria,NG,"Akwa Ibom","Udung Uko",36401,NGA0377736401,2022,1.0237,78909,12625,22094,41033,Endemic,78909,0,1,1,5,12,"MDA 4",ALBx2,pre-TAS,2023,2028,26
Nigeria,NG,"Akwa Ibom","Udung Uko",36401,NGA0377736401,2023,1.0237,80778,12924,22617,42005,Endemic,80778,0,1,1,6,13,"MDA 4",ALBx2,TAS1,2023,2028,26
Nigeria,NG,Ekiti,Ileyemeje,36590,NGA0378736590,2029,1.0237,75949,12151,21268,39494,"Endemic (under post-intervention surveillance)",0,75949,0,0,0,16,NR,NR,Surveillance,2021,2026,3
Nigeria,NG,Ekiti,Ileyemeje,36590,NGA0378736590,2030,1.0237,77748,12439,21772,40430,"Endemic (under post-intervention surveillance)",0,77748,0,0,0,16,NR,NR,NR,2021,2026,3
Nigeria,NG,Kogi,Mapo-Muro,36817,NGA0379736817,2028,1.0237,75060,12008,21017,39030,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Kogi,Mapo-Muro,36817,NGA0379736817,2029,1.0237,76838,12292,21515,39955,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Kogi,Mapo-Muro,36817,NGA0379736817,2030,1.0237,78658,12583,22025,40902,Non-endemic,0,0,0,0,0,0,NR,NR,NR,0,0,0
Nigeria,NG,Kwara,Ekitti,36830,NGA0379836830,2021,1.0237,79357,12697,22220,41266,"Endemic (MDA not delivered)",79357,0,0,0,7,14,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Ogun,Ewekoro,36905,NGA0380236905,2021,1.0237,79800,12768,22344,41496,"Endemic (MDA not delivered)",79800,0,0,0,2,8,"MDA 1",ALB_IVM,NR,2025,2030,26
Nigeria,NG,Abia,"Ukwa East",36349,NGA0377536349,2021,1.0237,85166,13627,23846,44286,"Endemic (under MDA)",85166,0,1,1,6,10,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Adamawa,Toungo,36372,NGA0377636372,2025,1.0237,82684,13229,23151,42996,"Endemic (under post-intervention surveillance)",0,82684,0,0,0,8,NR,NR,TAS2,2023,2028,3
Nigeria,NG,Adamawa,Toungo,36372,NGA0377636372,2026,1.0237,84643,13542,23699,44015,"Endemic (under post-intervention surveillance)",0,84643,0,0,0,8,NR,NR,NR,2023,2028,3
Nigeria,NG,"Akwa Ibom","Udung Uko",36401,NGA0377736401,2024,1.0237,82692,13230,23153,43000,"Endemic (under post-intervention surveillance)",0,82692,0,0,0,13,NR,NR,NR,2023,2028,3
Nigeria,NG,"Akwa Ibom","Udung Uko",36401,NGA0377736401,2025,1.0237,84651,13543,23701,44019,"Endemic (under post-intervention surveillance)",0,84651,0,0,0,13,NR,NR,TAS2,2023,2028,3
Nigeria,NG,Borno,"Kwaya Kusar",36495,NGA0378236495,2021,1.0237,81745,13079,22889,42507,"Endemic (MDA not delivered)",81745,0,0,0,0,0,"MDA 1",ALB_IVM,NR,2027,2032,26
Nigeria,NG,Borno,"Kwaya Kusar",36495,NGA0378236495,2022,1.0237,83682,13389,23431,43514,Endemic,83682,0,1,1,1,1,"MDA 1",ALB_IVM,NR,2027,2032,26
Nigeria,NG,"Federal Capital Territory",Abaji,36613,NGA0378936613,2021,1.0237,84557,13529,23676,43970,"Endemic (MDA not delivered)",84557,0,0,0,6,13,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Kwara,Ekitti,36830,NGA0379836830,2022,1.0237,81237,12998,22746,42244,"Endemic (under post-intervention surveillance)",0,81237,0,0,0,14,NR,NR,NR,2021,2026,3
Nigeria,NG,Kwara,Ekitti,36830,NGA0379836830,2023,1.0237,83162,13306,23285,43245,"Endemic (under post-intervention surveillance)",0,83162,0,0,0,14,NR,NR,TAS2,2021,2026,3
Nigeria,NG,Kwara,Ekitti,36830,NGA0379836830,2024,1.0237,85132,13621,23837,44269,"Endemic (under post-intervention surveillance)",0,85132,0,0,0,14,NR,NR,NR,2021,2026,3
Nigeria,NG,Kwara,Oke-Ero,36840,NGA0379836840,2021,1.0237,83364,13338,23342,43349,"Endemic (MDA not delivered)",83364,0,0,0,7,14,NR,NR,TAS1,2021,2026,26
Nigeria,NG,Niger,Agawara,36876,NGA0380136876,2021,1.0237,83066,13291,23258,43194,"Endemic (MDA not delivered)",83066,0,0,0,6,12,"MDA 1",ALB_IVM,TAS1,2021,2026,26
Nigeria,NG,Niger,Agawara,36876,NGA0380136876,2022,1.0237,85034,13606,23809,44217,"Endemic (under post-intervention surveillance)",0,85034,0,0,0,12,NR,NR,NR,2021,2026,3
Nigeria,NG,Ogun,Ewekoro,36905,NGA0380236905,2022,1.0237,81690,13070,22873,42479,Endemic,81690,0,1,1,3,9,"MDA 4",ALBx2,NR,2025,2030,26
