year,iu_code,prevalence (%),endemicity,therapeutic_coverage,total_population,population_requiring_treatment,population_treated,epidemiological_coverage (% of the population that required treatment and recieved such),mda_rounds,effective_mda_rounds (≥65% coverage),effective_mda_classification (≥65% coverage)
2022,NGA0380336929,0.0,2.0,3.0,431420.0,431420.0,337840.0,78.31,9.0,7.0,1.0
2023,NGA0380336929,,2.0,1.0,442205.0,0.0,0.0,0.0,9.0,7.0,0.0
2014,NGA0380336930,,2.0,3.0,210362.0,210362.0,109097.0,51.86,1.0,1.0,1.0
2015,NGA0380336930,,2.0,3.0,215891.0,215891.0,119259.0,55.24,2.0,2.0,1.0
2016,NGA0380336930,,2.0,3.0,221288.0,221288.0,145277.0,65.65,3.0,3.0,1.0
2017,NGA0380336930,,2.0,3.0,226820.0,226820.0,188534.0,83.12,4.0,4.0,1.0
2018,NGA0380336930,,2.0,3.0,232491.0,232491.0,198908.0,85.56,5.0,5.0,1.0
2019,NGA0380336930,0.49,2.0,3.0,238303.0,238303.0,191035.0,80.16,6.0,6.0,1.0
2020,NGA0380336930,,2.0,3.0,243795.0,243795.0,185039.0,75.9,7.0,7.0,1.0
2021,NGA0380336930,,2.0,3.0,250109.0,250109.0,180213.0,72.05,8.0,8.0,1.0
2022,NGA0380336930,,2.0,3.0,256626.0,256626.0,189313.0,73.77,9.0,9.0,1.0
2023,NGA0380336930,,2.0,1.0,263042.0,0.0,0.0,0.0,9.0,9.0,0.0
2014,NGA0380336931,,2.0,3.0,176650.0,176650.0,110095.0,62.32,1.0,1.0,1.0
2015,NGA0380336931,,2.0,2.0,181292.0,181292.0,60846.0,33.56,2.0,1.0,0.0
2016,NGA0380336931,,2.0,3.0,185825.0,185825.0,125669.0,67.63,3.0,2.0,1.0
2017,NGA0380336931,,2.0,3.0,190470.0,190470.0,152008.0,79.81,4.0,3.0,1.0
2018,NGA0380336931,,2.0,3.0,195232.0,195232.0,145689.0,74.62,5.0,4.0,1.0
2019,NGA0380336931,,2.0,3.0,200113.0,200113.0,152034.0,75.97,6.0,5.0,1.0
2020,NGA0380336931,,2.0,3.0,204725.0,204725.0,165290.0,80.74,7.0,6.0,1.0
2021,NGA0380336931,,2.0,3.0,210027.0,210027.0,167090.0,79.56,8.0,7.0,1.0
2022,NGA0380336931,0.0,2.0,3.0,215500.0,215500.0,167992.0,77.95,9.0,8.0,1.0
2023,NGA0380336931,,2.0,1.0,220887.0,0.0,0.0,0.0,9.0,8.0,0.0
2014,NGA0380336932,,2.0,2.0,280310.0,280310.0,75665.0,26.99,1.0,0.0,0.0
2015,NGA0380336932,,2.0,2.0,287677.0,287677.0,75182.0,26.13,2.0,0.0,0.0
2016,NGA0380336932,,2.0,3.0,294869.0,294869.0,187954.0,63.74,3.0,1.0,1.0
2017,NGA0380336932,,2.0,3.0,302240.0,302240.0,225743.0,74.69,4.0,2.0,1.0
2018,NGA0380336932,,2.0,3.0,309796.0,309796.0,206828.0,66.76,5.0,3.0,1.0
2019,NGA0380336932,,2.0,3.0,317541.0,317541.0,255676.0,80.52,6.0,4.0,1.0
2020,NGA0380336932,,2.0,3.0,324859.0,324859.0,261242.0,80.42,7.0,5.0,1.0
2021,NGA0380336932,,2.0,3.0,333273.0,333273.0,253100.0,75.94,8.0,6.0,1.0
2022,NGA0380336932,0.0,2.0,3.0,341957.0,341957.0,250863.0,73.36,9.0,7.0,1.0
2023,NGA0380336932,,2.0,1.0,350506.0,0.0,0.0,0.0,9.0,7.0,0.0
2014,NGA0380336933,,2.0,2.0,284221.0,284221.0,82640.0,29.08,1.0,0.0,0.0
2015,NGA0380336933,,2.0,2.0,291691.0,291691.0,40712.0,13.96,2.0,0.0,0.0
2016,NGA0380336933,,2.0,3.0,298983.0,298983.0,178172.0,59.59,3.0,1.0,1.0
2017,NGA0380336933,,2.0,3.0,306458.0,306458.0,217027.0,70.82,4.0,2.0,1.0
2018,NGA0380336933,,2.0,3.0,314119.0,314119.0,223925.0,71.29,5.0,3.0,1.0
2019,NGA0380336933,,2.0,3.0,321972.0,321972.0,295955.0,91.92,6.0,4.0,1.0
2020,NGA0380336933,,2.0,3.0,329392.0,329392.0,280850.0,85.26,7.0,5.0,1.0
2021,NGA0380336933,,2.0,3.0,337923.0,337923.0,267182.0,79.07,8.0,6.0,1.0
2022,NGA0380336933,0.17,2.0,3.0,346729.0,346729.0,274240.0,79.09,9.0,7.0,1.0
2023,NGA0380336933,,2.0,1.0,355397.0,0.0,0.0,0.0,9.0,7.0,0.0
2014,NGA0380336934,,2.0,3.0,90972.0,90972.0,68098.0,74.86,1.0,1.0,1.0
2015,NGA0380336934,,2.0,3.0,93362.0,93362.0,86133.0,92.26,2.0,2.0,1.0
2016,NGA0380336934,,2.0,2.0,95697.0,95696.0,36201.0,37.83,3.0,2.0,0.0
2017,NGA0380336934,2.15,2.0,3.0,98089.0,98089.0,75188.0,76.65,4.0,3.0,1.0
2018,NGA0380336934,,2.0,2.0,100541.0,100541.0,46360.0,46.11,5.0,3.0,0.0
2019,NGA0380336934,,2.0,3.0,103055.0,103055.0,71233.0,69.12,6.0,4.0,1.0
2020,NGA0380336934,,2.0,3.0,105430.0,105430.0,81902.0,77.68,7.0,5.0,1.0
2021,NGA0380336934,0.49,2.0,3.0,108160.0,108160.0,75835.0,70.11,8.0,6.0,1.0
2022,NGA0380336934,,2.0,3.0,110979.0,110979.0,82449.0,74.29,9.0,7.0,1.0
2023,NGA0380336934,,2.0,1.0,113753.0,0.0,0.0,0.0,9.0,7.0,0.0
2014,NGA0380336935,,2.0,2.0,345195.0,345195.0,109519.0,31.73,1.0,0.0,0.0
2015,NGA0380336935,,2.0,2.0,354267.0,354267.0,85999.0,24.28,2.0,0.0,0.0
2016,NGA0380336935,,2.0,2.0,363124.0,363124.0,175416.0,48.31,3.0,0.0,0.0
2017,NGA0380336935,,2.0,3.0,372202.0,372202.0,285350.0,76.67,4.0,1.0,1.0
2018,NGA0380336935,,2.0,3.0,381507.0,381507.0,259072.0,67.91,5.0,2.0,1.0
2019,NGA0380336935,,2.0,3.0,391045.0,391045.0,275416.0,70.43,6.0,3.0,1.0
2020,NGA0380336935,,2.0,3.0,400057.0,400057.0,300603.0,75.14,7.0,4.0,1.0
2021,NGA0380336935,0.0,2.0,3.0,410419.0,410419.0,296618.0,72.27,8.0,5.0,1.0
2022,NGA0380336935,,2.0,3.0,421113.0,421113.0,329545.0,78.26,9.0,6.0,1.0
2023,NGA0380336935,,2.0,1.0,431640.0,0.0,0.0,0.0,9.0,6.0,0.0
2014,NGA0380336936,,2.0,3.0,176327.0,176327.0,125323.0,71.07,1.0,1.0,1.0
2015,NGA0380336936,,2.0,2.0,180961.0,180961.0,71800.0,39.68,2.0,1.0,0.0
2016,NGA0380336936,,2.0,2.0,185486.0,185486.0,58418.0,31.49,3.0,1.0,0.0
2017,NGA0380336936,,2.0,3.0,190123.0,190123.0,140843.0,74.08,4.0,2.0,1.0
2018,NGA0380336936,,2.0,3.0,194876.0,194876.0,127331.0,65.34,5.0,3.0,1.0
2019,NGA0380336936,,2.0,3.0,199748.0,199748.0,136339.0,68.26,6.0,4.0,1.0
2020,NGA0380336936,,2.0,3.0,204351.0,204351.0,149825.0,73.32,7.0,5.0,1.0
2021,NGA0380336936,0.0,2.0,3.0,209644.0,209644.0,160592.0,76.6,8.0,6.0,1.0
2022,NGA0380336936,,2.0,3.0,215106.0,215106.0,152196.0,70.75,9.0,7.0,1.0
2023,NGA0380336936,,2.0,1.0,220484.0,0.0,0.0,0.0,9.0,7.0,0.0
2014,NGA0380336937,,2.0,2.0,266358.0,266358.0,123274.0,46.28,1.0,0.0,0.0
2015,NGA0380336937,,2.0,2.0,273359.0,273359.0,88522.0,32.38,2.0,0.0,0.0
2016,NGA0380336937,,2.0,2.0,280193.0,280193.0,76219.0,27.2,3.0,0.0,0.0
2017,NGA0380336937,,2.0,3.0,287197.0,287197.0,230359.0,80.21,4.0,1.0,1.0
2018,NGA0380336937,,2.0,3.0,294377.0,294377.0,193635.0,65.78,5.0,2.0,1.0
2019,NGA0380336937,,2.0,3.0,301737.0,301737.0,226837.0,75.18,6.0,3.0,1.0
2020,NGA0380336937,,2.0,3.0,308691.0,308691.0,234381.0,75.93,7.0,4.0,1.0
2021,NGA0380336937,,2.0,3.0,316686.0,316686.0,237296.0,74.93,8.0,5.0,1.0
2022,NGA0380336937,0.0,2.0,3.0,324937.0,324937.0,251983.0,77.55,9.0,6.0,1.0
2023,NGA0380336937,,2.0,1.0,333061.0,0.0,0.0,0.0,9.0,6.0,0.0
2014,NGA0380436938,,2.0,1.0,183009.0,183009.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436938,,2.0,1.0,187819.0,187819.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436938,,2.0,2.0,192514.0,192514.0,32500.0,16.88,1.0,0.0,0.0
2017,NGA0380436938,,2.0,2.0,197327.0,197327.0,87641.0,44.41,2.0,0.0,0.0
2018,NGA0380436938,,2.0,3.0,202261.0,202261.0,154221.0,76.25,3.0,1.0,1.0
2019,NGA0380436938,,2.0,3.0,207317.0,207317.0,164625.0,79.41,4.0,2.0,1.0
2020,NGA0380436938,,2.0,3.0,212095.0,212095.0,139363.0,65.71,5.0,3.0,1.0
2021,NGA0380436938,,2.0,3.0,217588.0,217588.0,158952.0,73.05,6.0,4.0,1.0
2022,NGA0380436938,,2.0,3.0,223258.0,223258.0,165127.0,73.96,7.0,5.0,1.0
2023,NGA0380436938,,2.0,3.0,228839.0,228839.0,179588.0,78.48,8.0,6.0,1.0
2014,NGA0380436939,,2.0,1.0,92296.0,92296.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436939,,2.0,1.0,94721.0,94721.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436939,,2.0,2.0,97089.0,97089.0,48000.0,49.44,1.0,0.0,0.0
2017,NGA0380436939,,2.0,3.0,99517.0,99517.0,84756.0,85.17,2.0,1.0,1.0
2018,NGA0380436939,,2.0,3.0,102004.0,102004.0,81679.0,80.07,3.0,2.0,1.0
2019,NGA0380436939,,2.0,3.0,104555.0,104555.0,80000.0,76.51,4.0,3.0,1.0
2020,NGA0380436939,,2.0,3.0,106964.0,106964.0,70000.0,65.44,5.0,4.0,1.0
2021,NGA0380436939,,2.0,3.0,109734.0,109734.0,81000.0,73.81,6.0,5.0,1.0
2022,NGA0380436939,0.0,2.0,3.0,112594.0,112594.0,81600.0,72.47,7.0,6.0,1.0
2023,NGA0380436939,,2.0,3.0,115409.0,115409.0,90000.0,77.98,8.0,7.0,1.0
2013,NGA0380436940,0.0,,,,,,,,,
2014,NGA0380436940,,0.0,0.0,83530.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436940,,0.0,0.0,85726.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436940,,0.0,0.0,87869.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380436940,,0.0,0.0,90066.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380436940,,0.0,0.0,92317.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380436940,,0.0,0.0,94625.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0380436940,,0.0,0.0,96806.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0380436940,,0.0,0.0,99313.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0380436940,,0.0,0.0,101901.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0380436940,,0.0,0.0,104448.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,NGA0380436941,4.0,,,,,,,,,
2014,NGA0380436941,,2.0,1.0,92723.0,92723.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436941,,2.0,3.0,95160.0,95159.0,76112.0,79.98,1.0,1.0,1.0
2016,NGA0380436941,,2.0,3.0,97539.0,97538.0,68534.0,70.26,2.0,2.0,1.0
2017,NGA0380436941,,2.0,1.0,99977.0,99977.0,0.0,0.0,2.0,2.0,0.0
2018,NGA0380436941,,2.0,3.0,102476.0,102476.0,77007.0,75.15,3.0,3.0,1.0
2019,NGA0380436941,,2.0,3.0,105038.0,105038.0,83812.0,79.79,4.0,4.0,1.0
2020,NGA0380436941,,2.0,3.0,107459.0,107459.0,71998.0,67.0,5.0,5.0,1.0
2021,NGA0380436941,0.16,2.0,3.0,110242.0,110242.0,80875.0,73.36,6.0,6.0,1.0
2022,NGA0380436941,,2.0,3.0,113115.0,113115.0,90000.0,79.57,7.0,7.0,1.0
2023,NGA0380436941,,2.0,3.0,115943.0,115943.0,92194.0,79.52,8.0,8.0,1.0
2013,NGA0380436942,2.0,,,,,,,,,
2014,NGA0380436942,,2.0,1.0,86125.0,86125.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436942,,2.0,1.0,88388.0,88388.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436942,,2.0,2.0,90598.0,90598.0,33650.0,37.14,1.0,0.0,0.0
2017,NGA0380436942,,2.0,1.0,92863.0,92863.0,0.0,0.0,1.0,0.0,0.0
2018,NGA0380436942,,2.0,3.0,95184.0,95184.0,74000.0,77.74,2.0,1.0,1.0
2019,NGA0380436942,,2.0,3.0,97564.0,97564.0,72917.0,74.74,3.0,2.0,1.0
2020,NGA0380436942,,2.0,3.0,99813.0,99812.0,69000.0,69.13,4.0,3.0,1.0
2021,NGA0380436942,,2.0,3.0,102398.0,102398.0,72000.0,70.31,5.0,4.0,1.0
2022,NGA0380436942,,2.0,3.0,105066.0,105066.0,76687.0,72.99,6.0,5.0,1.0
2023,NGA0380436942,,2.0,3.0,107693.0,107693.0,79970.0,74.26,7.0,6.0,1.0
2014,NGA0380436943,,2.0,3.0,169582.0,169582.0,135600.0,79.96,1.0,1.0,1.0
2015,NGA0380436943,,2.0,1.0,174039.0,174039.0,0.0,0.0,1.0,1.0,0.0
2016,NGA0380436943,,2.0,3.0,178390.0,178390.0,141100.0,79.1,2.0,2.0,1.0
2017,NGA0380436943,,2.0,3.0,182850.0,182850.0,147678.0,80.76,3.0,3.0,1.0
2018,NGA0380436943,,2.0,3.0,187421.0,187421.0,140532.0,74.98,4.0,4.0,1.0
2019,NGA0380436943,2.47,2.0,3.0,192107.0,192107.0,149237.0,77.68,5.0,5.0,1.0
2020,NGA0380436943,,2.0,3.0,196534.0,196534.0,131565.0,66.94,6.0,6.0,1.0
2021,NGA0380436943,0.0,2.0,3.0,201624.0,201624.0,144000.0,71.42,7.0,7.0,1.0
2022,NGA0380436943,,2.0,3.0,206878.0,206878.0,157145.0,75.96,8.0,8.0,1.0
2023,NGA0380436943,,2.0,3.0,212050.0,212050.0,160526.0,75.7,9.0,9.0,1.0
2014,NGA0380436944,,2.0,1.0,102012.0,102012.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436944,,2.0,1.0,104693.0,104693.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436944,,2.0,2.0,107311.0,107311.0,54340.0,50.64,1.0,0.0,0.0
2017,NGA0380436944,,2.0,3.0,109994.0,109994.0,77121.0,70.11,2.0,1.0,1.0
2018,NGA0380436944,,2.0,3.0,112743.0,112743.0,86955.0,77.13,3.0,2.0,1.0
2019,NGA0380436944,,2.0,3.0,115562.0,115562.0,88903.0,76.93,4.0,3.0,1.0
2020,NGA0380436944,,2.0,3.0,118225.0,118225.0,80000.0,67.67,5.0,4.0,1.0
2021,NGA0380436944,,2.0,3.0,121287.0,121287.0,88000.0,72.56,6.0,5.0,1.0
2022,NGA0380436944,0.0,2.0,3.0,124448.0,124448.0,95945.0,77.1,7.0,6.0,1.0
2023,NGA0380436944,,2.0,3.0,127559.0,127559.0,98986.0,77.6,8.0,7.0,1.0
2014,NGA0380436945,,2.0,1.0,92525.0,92525.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436945,,2.0,1.0,94957.0,94957.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436945,,2.0,3.0,97331.0,97331.0,53998.0,55.48,1.0,1.0,1.0
2017,NGA0380436945,,2.0,1.0,99765.0,99765.0,0.0,0.0,1.0,1.0,0.0
2018,NGA0380436945,,2.0,3.0,102259.0,102259.0,69096.0,67.57,2.0,2.0,1.0
2019,NGA0380436945,,2.0,3.0,104815.0,104815.0,83640.0,79.8,3.0,3.0,1.0
2020,NGA0380436945,,2.0,3.0,107231.0,107231.0,79651.0,74.28,4.0,4.0,1.0
2021,NGA0380436945,,2.0,3.0,110008.0,110008.0,80000.0,72.72,5.0,5.0,1.0
2022,NGA0380436945,,2.0,3.0,112874.0,112874.0,86868.0,76.96,6.0,6.0,1.0
2023,NGA0380436945,,2.0,3.0,115696.0,115696.0,89086.0,77.0,7.0,7.0,1.0
2014,NGA0380436946,,2.0,1.0,90578.0,90578.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436946,,2.0,1.0,92959.0,92959.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436946,,2.0,2.0,95283.0,95283.0,47300.0,49.64,1.0,0.0,0.0
2017,NGA0380436946,,2.0,3.0,97665.0,97665.0,70827.0,72.52,2.0,1.0,1.0
2018,NGA0380436946,,2.0,3.0,100107.0,100107.0,70000.0,69.93,3.0,2.0,1.0
2019,NGA0380436946,,2.0,3.0,102609.0,102609.0,81060.0,79.0,4.0,3.0,1.0
2020,NGA0380436946,,2.0,3.0,104974.0,104974.0,80000.0,76.21,5.0,4.0,1.0
2021,NGA0380436946,,2.0,3.0,107693.0,107693.0,84000.0,78.0,6.0,5.0,1.0
2022,NGA0380436946,0.0,2.0,3.0,110499.0,110499.0,86800.0,78.55,7.0,6.0,1.0
2023,NGA0380436946,,2.0,3.0,113262.0,113262.0,89398.0,78.93,8.0,7.0,1.0
2014,NGA0380436947,1.62,2.0,1.0,161408.0,161408.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436947,,2.0,1.0,165650.0,165650.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436947,,2.0,2.0,169792.0,169792.0,47970.0,28.25,1.0,0.0,0.0
2017,NGA0380436947,,2.0,3.0,174036.0,174036.0,145630.0,83.68,2.0,1.0,1.0
2018,NGA0380436947,,2.0,3.0,178387.0,178387.0,120000.0,67.27,3.0,2.0,1.0
2019,NGA0380436947,,2.0,3.0,182847.0,182847.0,141000.0,77.11,4.0,3.0,1.0
2020,NGA0380436947,,2.0,3.0,187061.0,187061.0,125000.0,66.82,5.0,4.0,1.0
2021,NGA0380436947,,2.0,3.0,191906.0,191906.0,142000.0,73.99,6.0,5.0,1.0
2022,NGA0380436947,0.16,2.0,3.0,196906.0,196906.0,153000.0,77.7,7.0,6.0,1.0
2023,NGA0380436947,,2.0,3.0,201829.0,201829.0,156000.0,77.29,8.0,7.0,1.0
2013,NGA0380436948,0.0,,,,,,,,,
2014,NGA0380436948,,0.0,0.0,203528.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436948,,0.0,0.0,208877.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436948,,0.0,0.0,214099.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380436948,,0.0,0.0,219452.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380436948,,0.0,0.0,224938.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380436948,,0.0,0.0,230561.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0380436948,,0.0,0.0,235875.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0380436948,,0.0,0.0,241984.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0380436948,,0.0,0.0,248290.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0380436948,,0.0,0.0,254497.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,NGA0380436949,2.0,,,,,,,,,
2014,NGA0380436949,,2.0,3.0,228879.0,228879.0,143051.0,62.5,1.0,1.0,1.0
2015,NGA0380436949,,2.0,3.0,234895.0,234895.0,165393.0,70.41,2.0,2.0,1.0
2016,NGA0380436949,,2.0,2.0,240767.0,240767.0,114600.0,47.6,3.0,2.0,0.0
2017,NGA0380436949,,2.0,1.0,246786.0,246786.0,0.0,0.0,3.0,2.0,0.0
2018,NGA0380436949,,2.0,3.0,252956.0,252956.0,185637.0,73.39,4.0,3.0,1.0
2019,NGA0380436949,,2.0,3.0,259280.0,259280.0,206994.0,79.83,5.0,4.0,1.0
2020,NGA0380436949,,2.0,3.0,265255.0,265255.0,179750.0,67.76,6.0,5.0,1.0
2021,NGA0380436949,,2.0,3.0,272126.0,272126.0,201000.0,73.86,7.0,6.0,1.0
2022,NGA0380436949,0.0,2.0,3.0,279216.0,279216.0,215921.0,77.33,8.0,7.0,1.0
2023,NGA0380436949,,2.0,3.0,286197.0,286197.0,219973.0,76.86,9.0,8.0,1.0
2014,NGA0380436950,1.16,2.0,1.0,187027.0,187027.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436950,,2.0,1.0,191943.0,191943.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436950,,2.0,1.0,196741.0,196741.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380436950,,2.0,1.0,201660.0,201660.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380436950,,2.0,3.0,206701.0,206701.0,148687.0,71.93,1.0,1.0,1.0
2019,NGA0380436950,,2.0,3.0,211869.0,211869.0,169000.0,79.77,2.0,2.0,1.0
2020,NGA0380436950,,2.0,3.0,216752.0,216752.0,144000.0,66.44,3.0,3.0,1.0
2021,NGA0380436950,,2.0,3.0,222365.0,222365.0,159000.0,71.5,4.0,4.0,1.0
2022,NGA0380436950,,2.0,3.0,228160.0,228160.0,174000.0,76.26,5.0,5.0,1.0
2023,NGA0380436950,,2.0,3.0,233864.0,233864.0,180000.0,76.97,6.0,6.0,1.0
2013,NGA0380436951,2.0,,,,,,,,,
2014,NGA0380436951,,2.0,1.0,164690.0,164690.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436951,,2.0,1.0,169019.0,169019.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436951,,2.0,2.0,173244.0,173244.0,48493.0,27.99,1.0,0.0,0.0
2017,NGA0380436951,,2.0,1.0,177575.0,177575.0,0.0,0.0,1.0,0.0,0.0
2018,NGA0380436951,,2.0,3.0,182015.0,182015.0,120298.0,66.09,2.0,1.0,1.0
2019,NGA0380436951,,2.0,3.0,186565.0,186565.0,148692.0,79.7,3.0,2.0,1.0
2020,NGA0380436951,,2.0,3.0,190865.0,190865.0,135000.0,70.73,4.0,3.0,1.0
2021,NGA0380436951,,2.0,3.0,195808.0,195808.0,141000.0,72.01,5.0,4.0,1.0
2022,NGA0380436951,,2.0,3.0,200910.0,200910.0,152857.0,76.08,6.0,5.0,1.0
2023,NGA0380436951,,2.0,3.0,205933.0,205933.0,159000.0,77.21,7.0,6.0,1.0
2013,NGA0380436952,2.0,,,,,,,,,
2014,NGA0380436952,,2.0,1.0,45095.0,45095.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436952,,2.0,1.0,46280.0,46280.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436952,,2.0,3.0,47437.0,47437.0,25850.0,54.49,1.0,1.0,1.0
2017,NGA0380436952,,2.0,1.0,48623.0,48623.0,0.0,0.0,1.0,1.0,0.0
2018,NGA0380436952,,2.0,3.0,49839.0,49838.0,35881.0,72.0,2.0,2.0,1.0
2019,NGA0380436952,,2.0,3.0,51085.0,51085.0,35952.0,70.38,3.0,3.0,1.0
2020,NGA0380436952,,2.0,3.0,52262.0,52262.0,36000.0,68.88,4.0,4.0,1.0
2021,NGA0380436952,,2.0,3.0,53616.0,53616.0,38812.0,72.39,5.0,5.0,1.0
2022,NGA0380436952,,2.0,3.0,55013.0,55012.0,39499.0,71.8,6.0,6.0,1.0
2023,NGA0380436952,,2.0,3.0,56388.0,56388.0,42844.0,75.98,7.0,7.0,1.0
2014,NGA0380436953,,2.0,1.0,117731.0,117731.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436953,,2.0,1.0,120825.0,120825.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436953,,2.0,2.0,123846.0,123846.0,32500.0,26.24,1.0,0.0,0.0
2017,NGA0380436953,,2.0,3.0,126942.0,126942.0,93055.0,73.31,2.0,1.0,1.0
2018,NGA0380436953,,2.0,3.0,130115.0,130115.0,101157.0,77.74,3.0,2.0,1.0
2019,NGA0380436953,,2.0,3.0,133368.0,133368.0,102066.0,76.53,4.0,3.0,1.0
2020,NGA0380436953,,2.0,3.0,136442.0,136442.0,90000.0,65.96,5.0,4.0,1.0
2021,NGA0380436953,,2.0,3.0,139976.0,139976.0,102000.0,72.87,6.0,5.0,1.0
2022,NGA0380436953,0.16,2.0,3.0,143623.0,143623.0,106000.0,73.8,7.0,6.0,1.0
2023,NGA0380436953,,2.0,3.0,147214.0,147214.0,114000.0,77.44,8.0,7.0,1.0
2014,NGA0380436954,,2.0,3.0,75506.0,75506.0,60080.0,79.57,1.0,1.0,1.0
2015,NGA0380436954,,2.0,3.0,77491.0,77490.0,63997.0,82.59,2.0,2.0,1.0
2016,NGA0380436954,,2.0,1.0,79428.0,79428.0,0.0,0.0,2.0,2.0,0.0
2017,NGA0380436954,,2.0,1.0,81414.0,81414.0,0.0,0.0,2.0,2.0,0.0
2018,NGA0380436954,,2.0,3.0,83449.0,83449.0,62521.0,74.92,3.0,3.0,1.0
2019,NGA0380436954,2.74,2.0,3.0,85535.0,85535.0,67872.0,79.35,4.0,4.0,1.0
2020,NGA0380436954,,2.0,3.0,87506.0,87506.0,60000.0,68.57,5.0,5.0,1.0
2021,NGA0380436954,0.0,2.0,3.0,89773.0,89773.0,65844.0,73.34,6.0,6.0,1.0
2022,NGA0380436954,,2.0,3.0,92112.0,92112.0,71256.0,77.36,7.0,7.0,1.0
2023,NGA0380436954,,2.0,3.0,94415.0,94415.0,71720.0,75.96,8.0,8.0,1.0
2013,NGA0380436955,4.0,,,,,,,,,
2014,NGA0380436955,,2.0,1.0,129702.0,129702.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436955,,2.0,1.0,133111.0,133111.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436955,,2.0,2.0,136439.0,136439.0,51630.0,37.84,1.0,0.0,0.0
2017,NGA0380436955,,2.0,1.0,139850.0,139850.0,0.0,0.0,1.0,0.0,0.0
2018,NGA0380436955,,2.0,3.0,143346.0,143346.0,100541.0,70.14,2.0,1.0,1.0
2019,NGA0380436955,,2.0,3.0,146930.0,146930.0,117984.0,80.3,3.0,2.0,1.0
2020,NGA0380436955,,2.0,3.0,150316.0,150316.0,102000.0,67.86,4.0,3.0,1.0
2021,NGA0380436955,,2.0,3.0,154209.0,154209.0,109000.0,70.68,5.0,4.0,1.0
2022,NGA0380436955,,2.0,3.0,158228.0,158228.0,119960.0,75.81,6.0,5.0,1.0
2023,NGA0380436955,,2.0,3.0,162183.0,162183.0,125996.0,77.69,7.0,6.0,1.0
2013,NGA0380436956,0.0,,,,,,,,,
2014,NGA0380436956,,0.0,0.0,126014.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380436956,,0.0,0.0,129326.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380436956,,0.0,0.0,132559.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380436956,,0.0,0.0,135873.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380436956,,0.0,0.0,139270.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380436956,,0.0,0.0,142752.0,0.0,0.0,0.0,0.0,0.0,0.0
